================ Training Loss (Thu May  1 23:20:46 2025) ================
================ Training Loss (Thu May  1 23:40:55 2025) ================
(epoch: 1, iters: 200, time: 8.015, data: 2.140) D_A: 0.436 G_A: 0.454 cycle_A: 1.733 idt_A: 1.605 D_B: 0.428 G_B: 0.528 cycle_B: 3.346 idt_B: 0.838 
(epoch: 1, iters: 400, time: 11.164, data: 0.003) D_A: 0.329 G_A: 0.429 cycle_A: 1.520 idt_A: 1.339 D_B: 0.279 G_B: 0.442 cycle_B: 2.731 idt_B: 0.807 
(epoch: 1, iters: 600, time: 10.745, data: 0.004) D_A: 0.250 G_A: 0.457 cycle_A: 1.548 idt_A: 1.166 D_B: 0.267 G_B: 0.536 cycle_B: 2.380 idt_B: 0.724 
(epoch: 1, iters: 800, time: 10.289, data: 0.006) D_A: 0.271 G_A: 0.393 cycle_A: 2.109 idt_A: 1.269 D_B: 0.224 G_B: 0.363 cycle_B: 2.649 idt_B: 0.925 
(epoch: 1, iters: 1000, time: 10.144, data: 0.004) D_A: 0.210 G_A: 0.506 cycle_A: 1.685 idt_A: 0.972 D_B: 0.195 G_B: 0.336 cycle_B: 2.171 idt_B: 0.719 
================ Training Loss (Fri May  2 12:05:46 2025) ================
================ Training Loss (Fri May  2 12:07:03 2025) ================
================ Training Loss (Fri May  2 12:14:25 2025) ================
(epoch: 1, iters: 200, time: 0.845, data: 0.247) D_A: 0.556 G_A: 0.525 cycle_A: 1.979 idt_A: 1.159 D_B: 0.633 G_B: 0.742 cycle_B: 2.352 idt_B: 0.912 
(epoch: 1, iters: 400, time: 0.832, data: 0.003) D_A: 0.304 G_A: 0.448 cycle_A: 1.601 idt_A: 1.420 D_B: 0.504 G_B: 0.716 cycle_B: 2.839 idt_B: 0.758 
(epoch: 1, iters: 600, time: 0.839, data: 0.003) D_A: 0.335 G_A: 0.650 cycle_A: 1.500 idt_A: 1.177 D_B: 0.221 G_B: 0.401 cycle_B: 2.673 idt_B: 0.689 
(epoch: 1, iters: 800, time: 0.842, data: 0.003) D_A: 0.368 G_A: 0.585 cycle_A: 1.924 idt_A: 1.111 D_B: 0.210 G_B: 0.364 cycle_B: 2.545 idt_B: 0.805 
(epoch: 1, iters: 1000, time: 0.810, data: 0.003) D_A: 0.412 G_A: 0.540 cycle_A: 1.266 idt_A: 1.000 D_B: 0.295 G_B: 0.473 cycle_B: 2.182 idt_B: 0.624 
(epoch: 2, iters: 128, time: 0.815, data: 0.003) D_A: 0.309 G_A: 0.271 cycle_A: 1.881 idt_A: 1.102 D_B: 0.213 G_B: 0.442 cycle_B: 2.289 idt_B: 0.826 
